      0    0 -8.48801715858E-01  0.00000000000E+00
      1    0  1.38128154242E-01  0.00000000000E+00
      1    1 -1.02510443245E+00 -4.21682349066E-01
      2    0 -6.68550137322E-01  0.00000000000E+00
      2    1 -7.68908098729E-01 -1.69725889115E-02
      2    2  1.09627848484E-01  3.83112796938E-01
      3    0  6.32756491462E-02  0.00000000000E+00
      3    1  5.53236375296E-01  8.75412909374E-02
      3    2  4.38230916726E-01  1.88561973881E-01
      3    3  4.05666868477E-01 -6.16779897826E-03
      4    0  2.15889939202E-01  0.00000000000E+00
      4    1 -2.25066089311E-01 -4.79571974322E-02
      4    2 -3.27365773156E-01 -1.01305564135E-01
      4    3 -1.98738142514E-01 -2.86373629659E-01
      4    4 -1.91283720090E-01  1.11069655272E-01
      5    0 -1.15237092470E-01  0.00000000000E+00
      5    1  2.97780418147E-02 -3.29819707696E-02
      5    2  1.79915914343E-01  1.43691281874E-01
      5    3  1.82775945200E-02  2.08982857504E-01
      5    4  3.67914521402E-02  1.09892541359E-02
      5    5  1.22009396741E-01 -7.69517399644E-02
      6    0  2.21186840334E-02  0.00000000000E+00
      6    1  1.08220345470E-01 -1.30283333126E-01
      6    2 -2.76010543205E-02 -7.86340976543E-02
      6    3 -5.87272171507E-02 -5.51160293402E-02
      6    4 -9.11228433044E-02 -1.32150071984E-01
      6    5 -3.17291588236E-02 -1.55926868619E-01
      6    6  1.35239209475E-02  1.17205195438E-01
      7    0  7.96113152739E-02  0.00000000000E+00
      7    1  1.47447939929E-01  5.24152023352E-02
      7    2  6.42625830701E-02  1.11707066960E-02
      7    3  1.69145807837E-02  7.21651162695E-02
      7    4 -4.44262832375E-04  2.97440631235E-02
      7    5 -2.95482064879E-02  9.00680017708E-02
      7    6 -7.96836988182E-02  3.33404125583E-02
      7    7  2.16350070110E-02 -1.60729511709E-02
      8    0  5.40495512516E-02  0.00000000000E+00
      8    1 -1.34325850385E-01  2.58014372300E-02
      8    2 -3.77618276780E-03  4.05283413832E-02
      8    3  2.75749023670E-03  4.86146156819E-02
      8    4  1.12965018885E-01 -1.59368719505E-02
      8    5  4.65799862703E-02  7.42545681456E-02
      8    6 -6.37814327788E-03 -2.08155306266E-02
      8    7  1.63524497720E-02  1.45708687115E-02
      8    8 -2.16437032555E-02  7.24171411845E-02
      9    0 -1.72043144844E-02  0.00000000000E+00
      9    1  8.29168558971E-02  2.08017351307E-02
